Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
NC_029003,Salmonella phage SEN1,RefSeq,GCF_001502555.2,"Pastekova,L., Bosak,J., Dedicova,D., Benada,O., Smarda,J., Smajs,D.","National Center for Biotechnology Information, NIH",USA,1/5/16,SEN1,Eganvirus SEN1,29733,complete,Czech Republic,,Salmonella enterica,,2014-12
NC_029015,Salmonella phage SEN4,RefSeq,GCF_001501935.2,"Pastekova,L., Bosak,J., Dedicova,D., Benada,O., Smarda,J., Smajs,D.","National Center for Biotechnology Information, NIH",USA,1/5/16,SEN4,Senquatrovirus SEN4,33509,complete,Czech Republic,,Salmonella enterica,feces,2014-12
NC_029030,Streptococcus phage APCM01,RefSeq,GCF_001501955.1,"Dalmasso,M., de Haas,E., Neve,H., Strain,R., Cousin,F.J., Stockdale,S.R., Ross,R.P., Hill,C.","National Center for Biotechnology Information, NIH",USA,1/5/16,,Streptococcus phage APCM01,31075,complete,,,Streptococcus mutans,,
NC_028692,Arthrobacter phage Decurro,RefSeq,GCF_001470355.1,"Pizzorno,M.C., Stowe,E.L., Andolino,C.J., Luftman,N.D., Meredith,S.M., Pirnie,R.T., Yankauskas,J.R., Ball,S.L., Bradley,K.W., Asai,D.J., Bowman,C.A., Russell,D.A., Pope,W.H., Jacobs-Sera,D., Hendrix,R.W., Hatfull,G.F.","National Center for Biotechnology Information, NIH",USA,12/17/15,,Decurrovirus decurro,15524,complete,"USA: Lewisburg, PA",PA,Arthrobacter sp. ATCC 21022,,8/1/14
NC_028693,Enterococcus phage vB_EfaP_IME195,RefSeq,GCF_001470835.2,"Tong,Y., Zhang,X., An,X., Mi,Z.","National Center for Biotechnology Information, NIH",USA,12/17/15,,Copernicusvirus IME195,18655,complete,China,,Enterococcus faecalis,,
NC_028694,Propionibacterium phage PA1-14,RefSeq,GCF_001470955.1,"Alekseeva,A.E., Alkhovsky,S.V., Tochilina,A.G., Brusnigina,N.F., Solov'eva,I.V.","National Center for Biotechnology Information, NIH",USA,12/17/15,,Propionibacterium phage PA1-14,29407,complete,Russia,,Cutibacterium acnes,feces,5/13/14
NC_028697,Streptococcus phage A25,RefSeq,GCF_001470335.1,"McCullor,K.A., King,C.J., Postoak,B.M., McShan,W.M.","National Center for Biotechnology Information, NIH",USA,12/17/15,,Stonewallvirus A25,33900,complete,France,,Streptococcus pyogenes,,
NC_028701,Salmonella phage SEN5,RefSeq,GCF_001470675.2,"Pastekova,L., Bosak,J., Dedicova,D., Benada,O., Smarda,J., Smajs,D.","National Center for Biotechnology Information, NIH",USA,12/17/15,,Senquatrovirus SEN4,33509,complete,Czech Republic,,Salmonella enterica,feces,2014-12
NC_027987,Leuconostoc phage 1-A4,RefSeq,GCF_001310175.1,"Lu,Z., Altermann,E., Breidt,F., Kozyavkin,S.","National Center for Biotechnology Information, NIH",USA,10/8/15,,Unaquatrovirus uv1A4,29508,complete,USA,,Leuconostoc mesenteroides,,10/1/00
NC_027982,Lactobacillus phage phiPYB5,RefSeq,GCF_001308435.1,"Zhang,X., Wang,S., Guo,T., Kong,J.","National Center for Biotechnology Information, NIH",USA,10/7/15,,Lactobacillus phage phiPYB5,32847,complete,,,Limosilactobacillus fermentum,,
NC_027620,Propionibacterium phage MrAK,RefSeq,GCF_001190575.1,"Asatrian,G., Khadararian,K., Meyerson,C., Reddy,L., Kawakita,M., Matsurra,J., Wong,C., Yabuno,J., Wilson,K., Thure,K., Capati,S., Lorenz,T., Benyamini,P., Vijanderan,J., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R., Parker,J.M.","National Center for Biotechnology Information, NIH",USA,7/28/15,,Pahexavirus mrAK,29726,complete,"USA: Los Angeles, CA",CA,Cutibacterium acnes,skin,10/12/11
NC_027621,Propionibacterium phage Wizzo,RefSeq,GCF_001190085.1,"Arle,D., Li,J., Phou,S., Thure,K., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.","National Center for Biotechnology Information, NIH",USA,7/28/15,,Pahexavirus wizzo,29463,complete,"USA: Los Angeles, CA",CA,Cutibacterium acnes,skin,4/16/12
NC_027622,Propionibacterium phage Stormborn,RefSeq,GCF_001190455.1,"Mould,D., Dang,A., Kong,G., Wang,C., Yu,J., Villella,W., Reddi,K., Hatfull,G.F., Moberg-Parker,J.","National Center for Biotechnology Information, NIH",USA,7/28/15,,Pahexavirus stormborn,29330,complete,"USA: Los Angeles, CA",CA,Cutibacterium acnes,skin,4/8/13
NC_027623,Propionibacterium phage Pirate,RefSeq,GCF_001190275.2,"Chang,E., Clare,L., Mei,Y., Murguia,C., Tran,K., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.","National Center for Biotechnology Information, NIH",USA,7/28/15,,Pahexavirus pirate,29324,complete,"USA: Los Angeles, CA",CA,Cutibacterium acnes,skin,4/5/13
NC_027624,Propionibacterium phage SKKY,RefSeq,GCF_001190735.1,"Covarrubias,K., Kang,Y., Yan,K., Song,S.H., Wilson,K., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.","National Center for Biotechnology Information, NIH",USA,7/28/15,,Pahexavirus SKKY,29594,complete,"USA: Los Angeles, CA",CA,Cutibacterium acnes,skin,4/6/12
NC_027625,Propionibacterium phage Kubed,RefSeq,GCF_001190295.1,"Capati,S., Mendez,S., Pumford,J., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.","National Center for Biotechnology Information, NIH",USA,7/28/15,,Pahexavirus kubed,29461,complete,"USA: Los Angeles, CA",CA,Cutibacterium acnes,skin,4/9/12
NC_027626,Propionibacterium phage Procrass1,RefSeq,GCF_001190415.1,"Abolhosn,R., Kang,M., Luu,T., Petru,V., Gray,D., McLaughlin,T., Stafford-Lewis,R., Yadev,A., Wilson,K., Lorenz,T., Benyamini,P., Vijanderan,J., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.","National Center for Biotechnology Information, NIH",USA,7/28/15,,Pahexavirus procrass1,29347,complete,"USA: Los Angeles, CA",CA,Cutibacterium acnes,skin,9/28/11
NC_027627,Propionibacterium phage Solid,RefSeq,GCF_001190315.1,"Cabrera,K., Thure,K., Wilson,K., Capati,S., Reddi,K., W, Villella, Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.","National Center for Biotechnology Information, NIH",USA,7/28/15,,Pahexavirus solid,29440,complete,"USA: Los Angeles, CA",CA,Cutibacterium acnes,skin,4/16/12
NC_027628,Propionibacterium phage Lauchelly,RefSeq,GCF_001190435.1,"Echon,L., Gonzales,R., Van,K., Wang,K.X., Reddi,K., Villella,W., Bowman,C., Mould,D., Sanders,E.R., Hatfull,G.F., Moberg-Parker,J.","National Center for Biotechnology Information, NIH",USA,7/28/15,,Pahexavirus lauchelly,29517,complete,"USA: Los Angeles, CA",CA,Cutibacterium acnes,skin,4/3/13
NC_027629,Propionibacterium phage Attacne,RefSeq,GCF_001190715.1,"Bhondoekhan,F., Cheng,J., Hoang,A., Jain,R., Gonzales,R., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.","National Center for Biotechnology Information, NIH",USA,7/28/15,,Pahexavirus attacne,28876,complete,"USA: Los Angeles, CA",CA,Cutibacterium acnes,skin,4/3/13
NC_027630,Propionibacterium phage Ouroboros,RefSeq,GCF_001190695.1,"Chen,V., Gong,J., Liu,N., Smithers,P., Tran,K., Capati,S., Reddi,K., Villella,W., Bowman,C., Mould,D., Moberg-Parker,J., Hatfull,G.F., Sanders,E.R.","National Center for Biotechnology Information, NIH",USA,7/28/15,,Pahexavirus ouroboros,29506,complete,"USA: Los Angeles, CA",CA,Cutibacterium acnes,skin,10/4/13
NC_027295,Propionibacterium phage PHL199M00,RefSeq,GCF_001040755.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL199M00,Pahexavirus PHL199M00,29806,complete,,,Cutibacterium acnes,,
NC_027333,Propionibacterium phage PHL070N00,RefSeq,GCF_001041655.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL070N00,Pahexavirus PHL070N00,29421,complete,,,Cutibacterium acnes,,
NC_027336,Propionibacterium phage PHL009M11,RefSeq,GCF_001041315.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL009M11,Pahexavirus PHL009M11,29503,complete,,,Cutibacterium acnes,,
NC_027346,Propionibacterium phage PHL171M01,RefSeq,GCF_001041215.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL171M01,Pahexavirus PHL171M01,29327,complete,,,Cutibacterium acnes,,
NC_027347,Propionibacterium phage PHL151M00,RefSeq,GCF_002623145.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL151M00,Pahexavirus PHL151M00,29511,complete,,,Cutibacterium acnes,,
NC_027354,Propionibacterium phage PHL301M00,RefSeq,GCF_001041575.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL301M00,Pahexavirus PHL301M00,29323,complete,,,Cutibacterium acnes,,
NC_027357,Propionibacterium phage PHL025M00,RefSeq,GCF_001042395.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL025M00,Pahexavirus PHL025M00,29496,complete,,,Cutibacterium acnes,,
NC_027358,Leuconostoc phage Ln-9,RefSeq,GCF_001041855.1,"Pujato,S.A., Mercanti,D.J., Guglielmotti,D.M., Rousseau,G.M., Moineau,S., Reinheimer,J.A., Quiberoni,A.D.","National Center for Biotechnology Information, NIH",USA,6/24/15,,Unaquatrovirus Ln9,28527,complete,Argentina,,Leuconostoc mesenteroides,,2012-02
NC_027361,Propionibacterium phage PHL085N00,RefSeq,GCF_001042355.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL085N00,Pahexavirus PHL037M02,29454,complete,,,Cutibacterium acnes,,
NC_027362,Propionibacterium phage PHL116M00,RefSeq,GCF_001042335.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL116M00,Pahexavirus PHL116M00,29394,complete,,,Cutibacterium acnes,,
NC_027367,Propionibacterium phage PHL132N00,RefSeq,GCF_001041615.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL132N00,Pahexavirus PHL132N00,29003,complete,,,Cutibacterium acnes,,
NC_027368,Vibrio phage PV94,RefSeq,GCF_001041395.1,"Pryshliak,M., Hammerl,J.A., Reetz,J., Strauch,E., Hertwig,S., Hammerl,J.","National Center for Biotechnology Information, NIH",USA,6/24/15,,Vulnificusvirus PV94,33828,complete,,,Vibrio vulnificus,,
NC_027370,Propionibacterium phage PHL179M00,RefSeq,GCF_001042295.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL179M00,Pahexavirus PHL179M00,29428,complete,,,Cutibacterium acnes,,
NC_027371,Propionibacterium phage Pacnes 2012-15,RefSeq,GCF_001042095.1,"Song,H., Lee,W., Kim,S., Kim,J.","National Center for Biotechnology Information, NIH",USA,6/24/15,,Pahexavirus pacnes201215,29741,complete,South Korea,,Cutibacterium acnes,,10/5/12
NC_027373,Propionibacterium phage PHL030N00,RefSeq,GCF_001042035.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL030N00,Pahexavirus PHL117M01,29423,complete,,,Cutibacterium acnes,,
NC_027376,Propionibacterium phage PHL308M00,RefSeq,GCF_002623225.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL308M00,Pahexavirus PHL308M00,29442,complete,,,Cutibacterium acnes,,
NC_027377,Leuconostoc phage Ln-8,RefSeq,GCF_001042215.1,"Pujato,S.A., Mercanti,D.J., Guglielmotti,D.M., Rousseau,G.M., Moineau,S., Reinheimer,J.A., Quiberoni,A.D.","National Center for Biotechnology Information, NIH",USA,6/24/15,,Leuconostoc virus Ln8,28921,complete,Argentina,,Leuconostoc mesenteroides,,2011-09
NC_027380,Propionibacterium phage PHL067M01,RefSeq,GCF_002623065.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL067M01,Pahexavirus PHL067M01,29377,complete,,,Cutibacterium acnes,,
NC_027385,Propionibacterium phage PHL092M00,RefSeq,GCF_001041995.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL092M00,Pahexavirus PHL092M00,29261,complete,,,Cutibacterium acnes,,
NC_027386,Propionibacterium phage PHL152M00,RefSeq,GCF_001041955.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL152M00,Pahexavirus PHL152M00,29247,complete,,,Cutibacterium acnes,,
NC_027389,Propionibacterium phage PHL141N00,RefSeq,GCF_001041235.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL141N00,Pahexavirus PHL141N00,29494,complete,,,Cutibacterium acnes,,
NC_027391,Propionibacterium phage PHL041M10,RefSeq,GCF_001041675.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL041M10,Pahexavirus PHL041M10,29412,complete,,,Cutibacterium acnes,,
NC_027392,Propionibacterium phage PHL194M00,RefSeq,GCF_002623205.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL194M00,Pahexavirus PHL194M00,29264,complete,,,Cutibacterium acnes,,
NC_027396,Streptococcus phage SpSL1,RefSeq,GCF_001041795.1,"Furi,L., Clockie,M.R., Oggioni,M.R.","National Center for Biotechnology Information, NIH",USA,6/24/15,,Streptococcus phage SpSL1,33756,complete,,,Streptococcus pneumoniae,,
NC_027400,Propionibacterium phage PHL055N00,RefSeq,GCF_001041295.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL055N00,Pahexavirus PHL117M00,29264,complete,,,Cutibacterium acnes,,
NC_027401,Propionibacterium phage PHL095N00,RefSeq,GCF_001041635.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL095N00,Pahexavirus PHL095N00,29751,complete,,,Cutibacterium acnes,,
NC_027403,Propionibacterium phage PHL117M00,RefSeq,GCF_002623105.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL117M00,Pahexavirus PHL117M00,29255,complete,,,Cutibacterium acnes,,
NC_027405,Propionibacterium phage PHL163M00,RefSeq,GCF_002623185.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/24/15,PHL163M00,Pahexavirus PHL163M00,29264,complete,,,Cutibacterium acnes,,
NC_027294,Propionibacterium phage PHL150M00,RefSeq,GCF_001038615.1,"Liu,J., Yan,R., Zhong,Q., Ngo,S., Bangayan,N.J., Nguyen,L., Lui,T., Liu,M., Erfe,M.C., Craft,N., Tomida,S., Li,H., Bangayan,N.","National Center for Biotechnology Information, NIH",USA,6/22/15,PHL150M00,Pahexavirus PHL308M00,29438,complete,,,Cutibacterium acnes,,
NC_025415,Lactobacillus phage Ld25A,RefSeq,GCF_000924895.1,"Casey,E.D., Mahony,J., O'Connell-Motherway,M., Bottacini,F., Cornelissen,A., Neve,H., Heller,K., Noben,J.-P., Dal Bello,F., van Sinderen,D.","National Center for Biotechnology Information, NIH",USA,11/10/14,,Cequinquevirus Ld25A,32799,complete,Turkey,,Lactobacillus delbrueckii,,10/1/08
NC_025420,Lactobacillus phage Ld17,RefSeq,GCF_000925735.1,"Casey,E., Mahony,J., O'Connell-Motherway,M., Bottacini,F., Cornelissen,A., Neve,H., Heller,K.J., Noben,J.P., Dal Bello,F., van Sinderen,D., Casey,E.D., Heller,K., Noben,J.-P.","National Center for Biotechnology Information, NIH",USA,11/10/14,,Cequinquevirus Ld17,32975,complete,Italy,,Lactobacillus delbrueckii,,2/1/09
NC_025421,Lactobacillus phage Ld3,RefSeq,GCF_000927375.1,"Casey,E., Mahony,J., O'Connell-Motherway,M., Bottacini,F., Cornelissen,A., Neve,H., Heller,K.J., Noben,J.P., Dal Bello,F., van Sinderen,D., Casey,E.D., Heller,K., Noben,J.-P.","National Center for Biotechnology Information, NIH",USA,11/10/14,,Cequinquevirus Ld3,29616,complete,Jordan,,Lactobacillus delbrueckii,,10/1/08
NC_025467,Enterococcus phage vB_Efae230P-4,RefSeq,GCF_000929535.1,"Golebiewski,M., Jurczak-Kurek,A., Wrobel,B.","National Center for Biotechnology Information, NIH",USA,11/10/14,,Copernicusvirus Efae230P4,17972,complete,,,Enterococcus faecium,,
NC_024378,Leuconostoc phage phiLNTR3,RefSeq,GCF_000922015.1,"Kot,W., Hansen,L.H., Neve,H., Hammer,K., Jacobsen,S., Pedersen,P.D., Sorensen,S.J., Heller,K.J., Vogensen,F.K., Soerensen,S.J.","National Center for Biotechnology Information, NIH",USA,6/24/14,,Leuconostoc virus LNTR3,28015,complete,,,Leuconostoc mesenteroides,,
NC_024380,Leuconostoc phage phiLN6B,RefSeq,GCF_000923055.1,"Kot,W., Hansen,L.H., Neve,H., Hammer,K., Jacobsen,S., Pedersen,P.D., Sorensen,S.J., Heller,K.J., Vogensen,F.K., Soerensen,S.J.","National Center for Biotechnology Information, NIH",USA,6/24/14,,Limdunavirus Lmd1,25740,complete,,,Leuconostoc pseudomesenteroides,,
NC_024385,Leuconostoc phage phiLN12,RefSeq,GCF_000921195.1,"Kot,W., Hansen,L.H., Neve,H., Hammer,K., Jacobsen,S., Pedersen,P.D., Sorensen,S.J., Heller,K.J., Vogensen,F.K., Soerensen,S.J.","National Center for Biotechnology Information, NIH",USA,6/24/14,,Limdunavirus LN12,28193,complete,,,Leuconostoc pseudomesenteroides,,
NC_024386,Leuconostoc phage LN25,RefSeq,GCF_000922055.1,"Kot,W., Hansen,L.H., Neve,H., Hammer,K., Jacobsen,S., Pedersen,P.D., Sorensen,S.J., Heller,K.J., Vogensen,F.K., Soerensen,S.J.","National Center for Biotechnology Information, NIH",USA,6/24/14,,Unaquatrovirus LN25,28427,complete,,,Leuconostoc mesenteroides,,
NC_024388,Leuconostoc phage LN34,RefSeq,GCF_000921175.1,"Kot,W., Hansen,L.H., Neve,H., Hammer,K., Jacobsen,S., Pedersen,P.D., Sorensen,S.J., Heller,K.J., Vogensen,F.K., Soerensen,S.J.","National Center for Biotechnology Information, NIH",USA,6/24/14,,Unaquatrovirus LN34,28022,complete,,,Leuconostoc mesenteroides,,
NC_024389,Leuconostoc phage phiLNTR2,RefSeq,GCF_000922035.1,"Kot,W., Hansen,L.H., Neve,H., Hammer,K., Jacobsen,S., Pedersen,P.D., Sorensen,S.J., Heller,K.J., Vogensen,F.K., Soerensen,S.J.","National Center for Biotechnology Information, NIH",USA,6/24/14,,Leuconostoc phage phiLNTR2,28336,complete,,,Leuconostoc mesenteroides,,
NC_024390,Leuconostoc phage LN03,RefSeq,GCF_000923735.1,"Kot,W., Hansen,L.H., Neve,H., Hammer,K., Jacobsen,S., Pedersen,P.D., Sorensen,S.J., Heller,K.J., Vogensen,F.K., Soerensen,S.J.","National Center for Biotechnology Information, NIH",USA,6/24/14,,Limdunavirus LN03,26752,complete,,,Leuconostoc pseudomesenteroides,,
NC_024149,Lactococcus phage WP-2,RefSeq,GCF_000919955.1,"Ghasemi,S.M., Bouzari,M., Yoon,B.H., Chang,H.I.","National Center for Biotechnology Information, NIH",USA,5/27/14,WP-2,Negarvirus WP2,18899,complete,Iran,,Lactococcus garvieae,,9/1/12
NC_023550,Staphylococcus phage GRCS,RefSeq,GCF_000914715.1,"Swift,S.M., Nelson,D.C.","National Center for Biotechnology Information, NIH",USA,3/4/14,,Rosenblumvirus GRCS,17869,complete,,,Staphylococcus aureus,,
NC_023588,Stenotrophomonas phage Smp131,RefSeq,GCF_000917355.1,"Lee,C.N., Tseng,T.T., Chang,H.C., Lin,J.W., Weng,S.F., Lee,C.-N., Chang,H.-C., Lin,J.-W., Weng,S.-F., Tseng,Y.-H.","National Center for Biotechnology Information, NIH",USA,3/4/14,,Simpcentumvirus Smp131,33525,complete,,,Stenotrophomonas maltophilia,,
NC_022762,Lactobacillus phage phiLdb,RefSeq,GCF_000912975.1,"Guo,T., Xin,Y., Zhang,C., Ouyang,X., Kong,J.","National Center for Biotechnology Information, NIH",USA,1/7/14,,Cequinquevirus Ldb,33996,complete,,,Lactobacillus delbrueckii,,
NC_022989,Lactobacillus phage LL-Ku,RefSeq,GCF_000913995.1,"Riipinen,K.A., Forsman,P., Alatossava,T., Riipinen,K.-A.","National Center for Biotechnology Information, NIH",USA,12/6/13,,Cequinquevirus LLKu,31080,complete,,,Lactobacillus delbrueckii,,
NC_022750,Enterobacteria phage fiAA91-ss,RefSeq,GCF_000912255.1,"Allue-Guardia,A., Imamovic,L., Muniesa,M.","National Center for Biotechnology Information, NIH",USA,11/6/13,,Peduovirus fiAA91ss,33628,complete,,,Escherichia coli O157:H7,,
NC_022334,Propionibacterium phage PHL112N00,RefSeq,GCF_000912675.1,"Li,H., Liu,J., Tomida,S.","National Center for Biotechnology Information, NIH",USA,9/12/13,,Pahexavirus PHL112N00,29266,complete,,,Cutibacterium acnes,,
NC_022335,Propionibacterium phage PHL067M10,RefSeq,GCF_000912075.1,"Li,H., Liu,J., Tomida,S.","National Center for Biotechnology Information, NIH",USA,9/12/13,,Pahexavirus PHL067M01,29377,complete,,,Cutibacterium acnes,,
NC_022336,Propionibacterium phage PHL010M04,RefSeq,GCF_000911055.1,"Li,H., Liu,J., Tomida,S.","National Center for Biotechnology Information, NIH",USA,9/12/13,,Pahexavirus PHL151N00,29511,complete,,,Cutibacterium acnes,,
NC_022337,Propionibacterium phage PHL071N05,RefSeq,GCF_000911015.1,"Li,H., Liu,J., Tomida,S.","National Center for Biotechnology Information, NIH",USA,9/12/13,,Pahexavirus PHL071N05,29467,complete,,,Cutibacterium acnes,,
NC_022338,Propionibacterium phage PHL060L00,RefSeq,GCF_000912735.1,"Li,H., Liu,J., Tomida,S.","National Center for Biotechnology Information, NIH",USA,9/12/13,,Pahexavirus PHL060L00,29514,complete,,,Cutibacterium acnes,,
NC_022339,Propionibacterium phage PHL037M02,RefSeq,GCF_002623045.1,"Li,H., Liu,J., Tomida,S.","National Center for Biotechnology Information, NIH",USA,9/12/13,,Pahexavirus PHL037M02,29443,complete,,,Cutibacterium acnes,,
NC_022340,Propionibacterium phage PHL114L00,RefSeq,GCF_000913515.1,"Li,H., Liu,J., Tomida,S.","National Center for Biotechnology Information, NIH",USA,9/12/13,,Pahexavirus PHL114L00,29464,complete,,,Cutibacterium acnes,,
NC_022341,Propionibacterium phage PHL113M01,RefSeq,GCF_000912035.1,"Li,H., Liu,J., Tomida,S.","National Center for Biotechnology Information, NIH",USA,9/12/13,,Pahexavirus PHL113M01,29200,complete,,,Cutibacterium acnes,,
NC_022342,Propionibacterium phage PHL111M01,RefSeq,GCF_000912055.1,"Li,H., Liu,J., Tomida,S.","National Center for Biotechnology Information, NIH",USA,9/12/13,,Pahexavirus PHL111M01,29140,complete,,,Cutibacterium acnes,,
NC_021804,Cellulophaga phage phi39:1,RefSeq,GCF_000908015.1,"Holmfeldt,K., Solonenko,N., Shah,M., Corrier,K., Riemann,L., Verberkmoes,N.C., Sullivan,M.B., VerBerkmoes,N.C.","National Center for Biotechnology Information, NIH",USA,7/23/13,,Cellulophaga phage phi39:1,28760,complete,"Denmark: Oresund, Southern Kattegat, 1m depth",,Cellulophaga baltica,,2000-02
